node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,local,8,512,tier1_hospital,0.986,standard,10000
1,clinic_001,5000,tier_2,32,HIPAA,8,128,tier2_hospital,0.943,high,5000
2,research_center_002,5000,tier_3,256,GDPR,8,256,research_center,0.99,standard,50000
3,mobile_unit_003,1000,tier_1,4,GDPR,2,64,mobile_unit,0.844,high,5000
4,edge_device_004,100,tier_2,8,PIPEDA,0,32,edge_device,0.894,high,2000
5,hospital_005,10000,tier_1,128,HIPAA,4,512,tier1_hospital,0.963,critical,20000
6,clinic_006,2000,tier_2,64,GDPR,8,64,tier2_hospital,0.967,high,20000
7,research_center_007,20000,tier_3,256,PIPEDA,16,256,research_center,0.983,critical,100000
8,mobile_unit_008,500,tier_1,16,GDPR,1,32,mobile_unit,0.762,standard,2000
9,edge_device_009,50,tier_2,8,GDPR,1,8,edge_device,0.767,critical,1000
