node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,SOC2,radiology,1997,private,mayo_clinic,tier1_hospital,2050
1,regional,FedRAMP,oncology,2003,public,johns_hopkins,tier2_hospital,1677
2,international,ISO27001,cardiology,2003,private,stanford_med,research_center,2971
3,local,FedRAMP,neurology,2020,mixed,mass_general,mobile_unit,2613
4,international,FedRAMP,pathology,2014,public,ucla_health,edge_device,4265
5,local,HIPAA_compliant,radiology,1990,public,mayo_clinic,tier1_hospital,4946
6,local,SOC2,oncology,2019,public,johns_hopkins,tier2_hospital,2131
7,international,HIPAA_compliant,cardiology,2011,private,stanford_med,research_center,1637
8,international,ISO27001,neurology,1981,private,mass_general,mobile_unit,4585
9,national,SOC2,pathology,1985,private,ucla_health,edge_device,4701
10,international,ISO27001,radiology,2017,public,mayo_clinic,tier1_hospital,1139
11,national,SOC2,oncology,1968,public,johns_hopkins,tier2_hospital,911
12,local,ISO27001,cardiology,1974,public,stanford_med,research_center,3690
13,national,SOC2,neurology,2014,private,mass_general,mobile_unit,482
14,local,SOC2,pathology,1983,private,ucla_health,edge_device,4099
15,local,FedRAMP,radiology,1987,private,mayo_clinic,tier1_hospital,4200
16,regional,FedRAMP,oncology,1971,private,johns_hopkins,tier2_hospital,2631
17,regional,HIPAA_compliant,cardiology,1966,private,stanford_med,research_center,2193
18,national,SOC2,neurology,2018,public,mass_general,mobile_unit,2791
19,national,SOC2,pathology,1956,public,ucla_health,edge_device,1961
