node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,16,512,tier1_hospital,0.966,high,50000
1,clinic_001,2000,tier_2,16,local,4,128,tier2_hospital,0.932,standard,5000
2,research_center_002,20000,tier_3,256,PIPEDA,8,256,research_center,0.992,high,100000
3,mobile_unit_003,500,tier_1,16,local,1,16,mobile_unit,0.766,critical,1000
4,edge_device_004,500,tier_2,2,local,0,8,edge_device,0.842,critical,500
5,hospital_005,5000,tier_1,128,PIPEDA,8,256,tier1_hospital,0.984,critical,10000
6,clinic_006,5000,tier_2,16,local,8,64,tier2_hospital,0.955,high,20000
7,research_center_007,10000,tier_3,256,HIPAA,16,512,research_center,0.985,high,50000
8,mobile_unit_008,500,tier_1,8,GDPR,2,64,mobile_unit,0.87,critical,5000
9,edge_device_009,50,tier_2,8,GDPR,1,8,edge_device,0.851,standard,2000
10,hospital_010,10000,tier_1,128,local,4,512,tier1_hospital,0.995,standard,50000
11,clinic_011,1000,tier_2,32,PIPEDA,2,64,tier2_hospital,0.965,standard,5000
12,research_center_012,20000,tier_3,64,HIPAA,32,512,research_center,0.993,high,50000
13,mobile_unit_013,500,tier_1,4,HIPAA,2,64,mobile_unit,0.816,critical,2000
14,edge_device_014,100,tier_2,4,HIPAA,1,32,edge_device,0.714,standard,500
15,hospital_015,10000,tier_1,64,HIPAA,16,128,tier1_hospital,0.967,high,20000
16,clinic_016,2000,tier_2,64,local,4,128,tier2_hospital,0.904,standard,20000
17,research_center_017,5000,tier_3,128,HIPAA,16,512,research_center,0.992,critical,20000
18,mobile_unit_018,1000,tier_1,8,HIPAA,2,16,mobile_unit,0.837,standard,1000
19,edge_device_019,100,tier_2,2,PIPEDA,0,32,edge_device,0.782,high,1000
