edge,weight
0-1,440.0
0-2,4145.71
0-3,1894.38
0-4,116.34
0-5,877.18
0-6,443.99
0-7,2036.7
0-8,109.84
0-9,402.49
1-2,5587.77
1-3,570.98
1-4,1186.18
1-5,5803.76
1-6,117.94
1-7,91.87
1-8,115.88
1-9,417.21
2-3,450.86
2-4,89.49
2-5,2223.36
2-6,107.81
2-7,2221.75
2-8,2372.57
2-9,5116.81
3-4,86.99
3-5,4424.91
3-6,1614.05
3-7,4005.78
3-8,100.98
3-9,119.18
4-5,2348.19
4-6,1770.88
4-7,800.53
4-8,1132.68
4-9,84.12
5-6,814.82
5-7,4515.95
5-8,1012.46
5-9,1994.45
6-7,94.44
6-8,500.38
6-9,4874.08
7-8,5981.32
7-9,1097.93
8-9,1819.11
