node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,FedRAMP,radiology,2008,private,mayo_clinic,tier1_hospital,997
1,national,HIPAA_compliant,oncology,1950,mixed,johns_hopkins,tier2_hospital,4281
2,regional,ISO27001,cardiology,2017,private,stanford_med,research_center,3880
3,regional,FedRAMP,neurology,1953,private,mass_general,mobile_unit,706
4,national,HIPAA_compliant,pathology,1982,research_grant,ucla_health,edge_device,2534
5,regional,HIPAA_compliant,radiology,2020,public,mayo_clinic,tier1_hospital,4973
6,national,FedRAMP,oncology,1970,private,johns_hopkins,tier2_hospital,3539
7,regional,HIPAA_compliant,cardiology,1995,research_grant,stanford_med,research_center,3743
8,regional,ISO27001,neurology,1993,research_grant,mass_general,mobile_unit,2541
9,regional,FedRAMP,pathology,1963,public,ucla_health,edge_device,4262
10,international,FedRAMP,radiology,1958,research_grant,mayo_clinic,tier1_hospital,1046
11,national,FedRAMP,oncology,2013,private,johns_hopkins,tier2_hospital,120
12,local,SOC2,cardiology,1973,mixed,stanford_med,research_center,3508
13,local,SOC2,neurology,1985,public,mass_general,mobile_unit,241
14,international,HIPAA_compliant,pathology,2001,mixed,ucla_health,edge_device,2461
