node_id,latitude,longitude
0,44.033392,-92.49744
1,39.304998,-76.573949
2,37.469851,-122.126436
3,42.367756,-71.071739
4,34.096823,-118.276884
5,51.5405,-0.103855
6,48.813294,2.361794
7,35.670127,139.618447
8,1.362489,103.782723
9,-33.861328,151.206705
10,44.058393,-92.428466
11,39.286575,-76.579276
12,37.452004,-122.136012
13,42.380582,-71.07443
14,34.045063,-118.205079
15,51.528247,-0.140001
16,48.831585,2.338142
17,35.710799,139.662538
18,1.322096,103.849863
19,-33.912234,151.195907
