node_id,latitude,longitude
0,43.993507,-92.507677
1,39.245638,-76.636435
2,37.419334,-122.14465
3,42.337003,-71.105692
4,34.007091,-118.215177
5,51.45813,-0.152973
6,48.846539,2.307788
7,35.648993,139.655117
8,1.328635,103.772838
9,-33.826227,151.206206
10,43.992077,-92.475383
11,39.315119,-76.569285
12,37.417374,-122.141459
13,42.403934,-71.08195
14,34.00762,-118.263986
15,51.46732,-0.168578
16,48.854092,2.314793
17,35.723176,139.68923
18,1.351734,103.78762
19,-33.8851,151.19317
