node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,national,FedRAMP,Rochester,USA,radiology,1953,private,mayo_clinic,tier1_hospital,north_america,2739,America/Chicago
1,local,SOC2,Baltimore,USA,oncology,1987,private,johns_hopkins,tier2_hospital,europe,3011,America/New_York
2,regional,ISO27001,Palo Alto,USA,cardiology,1997,private,stanford_med,research_center,asia_pacific,2453,America/Los_Angeles
3,national,HIPAA_compliant,Boston,USA,neurology,1951,mixed,mass_general,mobile_unit,south_america,4298,America/New_York
4,regional,ISO27001,Los Angeles,USA,pathology,2009,private,ucla_health,edge_device,africa,305,America/Los_Angeles
5,international,ISO27001,London,UK,radiology,1982,research_grant,mayo_clinic,tier1_hospital,north_america,3471,Europe/London
6,international,ISO27001,Paris,France,oncology,2009,public,johns_hopkins,tier2_hospital,europe,3445,Europe/Paris
7,international,HIPAA_compliant,Tokyo,Japan,cardiology,2007,mixed,stanford_med,research_center,asia_pacific,4911,Asia/Tokyo
8,local,ISO27001,Singapore,Singapore,neurology,2003,mixed,mass_general,mobile_unit,south_america,2013,Asia/Singapore
9,local,HIPAA_compliant,Sydney,Australia,pathology,1958,mixed,ucla_health,edge_device,africa,152,Australia/Sydney
