node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.014192,-92.455293,north_america,America/Chicago
1,Baltimore,USA,39.256537,-76.642229,europe,America/New_York
2,Palo Alto,USA,37.420245,-122.186061,asia_pacific,America/Los_Angeles
3,Boston,USA,42.386472,-71.009788,south_america,America/New_York
4,Los Angeles,USA,34.040652,-118.272565,africa,America/Los_Angeles
5,London,UK,51.461101,-0.146845,north_america,Europe/London
6,Paris,France,48.884716,2.379628,europe,Europe/Paris
7,Tokyo,Japan,35.712113,139.674784,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.380158,103.802453,south_america,Asia/Singapore
9,Sydney,Australia,-33.864189,151.216179,africa,Australia/Sydney
