node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,HIPAA_compliant,radiology,2014,private,mayo_clinic,tier1_hospital,2167
1,local,FedRAMP,oncology,1955,private,johns_hopkins,tier2_hospital,243
2,regional,SOC2,cardiology,2009,public,stanford_med,research_center,3938
3,national,SOC2,neurology,1989,mixed,mass_general,mobile_unit,3680
4,regional,HIPAA_compliant,pathology,1955,mixed,ucla_health,edge_device,360
5,national,FedRAMP,radiology,2015,public,mayo_clinic,tier1_hospital,1285
6,national,FedRAMP,oncology,2006,research_grant,johns_hopkins,tier2_hospital,1888
7,international,FedRAMP,cardiology,1985,research_grant,stanford_med,research_center,4756
8,local,ISO27001,neurology,1955,mixed,mass_general,mobile_unit,1601
9,international,HIPAA_compliant,pathology,1963,research_grant,ucla_health,edge_device,3086
