activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749450686.6098812,1
aggregation,,False,,,1,GossipAvg,1749450702.2025356,
aggregation,,True,,,1,GossipAvg,1749450702.2025492,
aggregation,,False,,,1,GossipAvg,1749450702.2025578,
model_update,,,,0.09356497106240048,1,,1749450704.7925682,
local_training,,,{},,2,,1749450705.2988992,1
aggregation,,False,,,2,GossipAvg,1749450720.4831524,
aggregation,,True,,,2,GossipAvg,1749450720.4831636,
aggregation,,False,,,2,GossipAvg,1749450720.483171,
model_update,,,,0.22689500567732815,2,,1749450723.261185,
local_training,,,{},,3,,1749450723.766079,1
aggregation,,False,,,3,GossipAvg,1749450739.6736493,
aggregation,,True,,,3,GossipAvg,1749450739.6736598,
aggregation,,False,,,3,GossipAvg,1749450739.6736674,
model_update,,,,0.26434580617045933,3,,1749450742.5886703,
