node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,local,4,512,tier1_hospital,0.987,high,50000
1,clinic_001,1000,tier_2,16,PIPEDA,8,256,tier2_hospital,0.959,standard,20000
2,research_center_002,5000,tier_3,128,GDPR,8,512,research_center,0.995,standard,100000
3,mobile_unit_003,100,tier_1,8,HIPAA,1,64,mobile_unit,0.845,critical,5000
4,edge_device_004,500,tier_2,4,local,1,16,edge_device,0.779,standard,500
5,hospital_005,10000,tier_1,128,HIPAA,8,128,tier1_hospital,0.967,high,50000
6,clinic_006,5000,tier_2,64,local,8,256,tier2_hospital,0.907,high,10000
7,research_center_007,20000,tier_3,256,PIPEDA,8,512,research_center,0.987,high,20000
8,mobile_unit_008,1000,tier_1,8,GDPR,2,64,mobile_unit,0.814,critical,5000
9,edge_device_009,500,tier_2,4,HIPAA,1,8,edge_device,0.76,critical,1000
10,hospital_010,10000,tier_1,128,local,16,512,tier1_hospital,0.956,standard,50000
11,clinic_011,2000,tier_2,16,HIPAA,4,64,tier2_hospital,0.978,standard,5000
12,research_center_012,10000,tier_3,128,GDPR,32,512,research_center,0.991,standard,100000
13,mobile_unit_013,100,tier_1,8,local,2,16,mobile_unit,0.835,standard,2000
14,edge_device_014,500,tier_2,8,HIPAA,0,32,edge_device,0.818,standard,1000
15,hospital_015,5000,tier_1,64,GDPR,8,256,tier1_hospital,0.988,critical,10000
16,clinic_016,5000,tier_2,16,PIPEDA,8,128,tier2_hospital,0.954,critical,10000
17,research_center_017,5000,tier_3,128,local,16,512,research_center,0.984,standard,20000
18,mobile_unit_018,100,tier_1,16,local,1,32,mobile_unit,0.764,standard,2000
19,edge_device_019,100,tier_2,2,GDPR,0,16,edge_device,0.757,high,2000
