round_num,node_0,node_1,node_2,node_3,node_4
1,3.2658562660217285,3.319030284881592,3.1724987030029297,3.1724987030029297,3.1724987030029297
2,3.197200298309326,3.2666585445404053,3.1791021823883057,3.1731019020080566,3.2846837043762207
3,3.2499868869781494,3.2088918685913086,3.276654005050659,3.183138370513916,3.207754373550415
4,3.2468767166137695,3.1994094848632812,3.190525770187378,3.2911839485168457,3.1967668533325195
5,3.200456142425537,3.194509506225586,3.232144594192505,3.2458157539367676,3.1919310092926025
6,3.193086624145508,3.2794203758239746,3.2020716667175293,3.20302414894104,3.265716791152954
7,3.2266252040863037,3.230074405670166,3.2669544219970703,3.276214122772217,3.228573799133301
8,3.2253613471984863,3.2807438373565674,3.2384238243103027,3.238985538482666,3.2568304538726807
9,3.232093334197998,3.269808769226074,3.234043598175049,3.2324283123016357,3.285865545272827
10,3.2400619983673096,3.240112543106079,3.288930654525757,3.239351749420166,3.3097198009490967
