node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,GDPR,8,512,tier1_hospital,0.955,high,50000
1,clinic_001,5000,tier_2,32,GDPR,8,256,tier2_hospital,0.948,high,20000
2,research_center_002,20000,tier_3,64,local,32,512,research_center,0.989,standard,100000
3,mobile_unit_003,1000,tier_1,4,local,1,64,mobile_unit,0.82,standard,5000
4,edge_device_004,500,tier_2,8,HIPAA,0,8,edge_device,0.828,high,2000
5,hospital_005,2000,tier_1,64,local,16,128,tier1_hospital,0.981,standard,10000
6,clinic_006,1000,tier_2,64,PIPEDA,4,64,tier2_hospital,0.959,critical,5000
7,research_center_007,5000,tier_3,128,PIPEDA,32,256,research_center,0.984,critical,50000
8,mobile_unit_008,1000,tier_1,16,PIPEDA,1,32,mobile_unit,0.807,critical,2000
9,edge_device_009,50,tier_2,2,local,1,32,edge_device,0.882,high,2000
10,hospital_010,2000,tier_1,32,HIPAA,16,512,tier1_hospital,0.983,high,10000
11,clinic_011,5000,tier_2,32,local,2,128,tier2_hospital,0.972,high,5000
12,research_center_012,20000,tier_3,256,HIPAA,8,1024,research_center,0.985,high,20000
13,mobile_unit_013,1000,tier_1,16,HIPAA,2,16,mobile_unit,0.771,high,2000
14,edge_device_014,500,tier_2,2,HIPAA,1,32,edge_device,0.725,standard,1000
15,hospital_015,2000,tier_1,64,local,4,256,tier1_hospital,0.989,standard,10000
16,clinic_016,5000,tier_2,16,PIPEDA,4,256,tier2_hospital,0.956,critical,5000
17,research_center_017,10000,tier_3,128,GDPR,32,512,research_center,0.994,high,20000
18,mobile_unit_018,100,tier_1,4,PIPEDA,2,32,mobile_unit,0.816,standard,5000
19,edge_device_019,100,tier_2,2,PIPEDA,0,8,edge_device,0.88,critical,500
20,hospital_020,2000,tier_1,32,PIPEDA,8,256,tier1_hospital,0.966,standard,10000
21,clinic_021,5000,tier_2,32,GDPR,4,128,tier2_hospital,0.974,high,20000
22,research_center_022,5000,tier_3,128,PIPEDA,32,1024,research_center,0.994,high,20000
23,mobile_unit_023,1000,tier_1,4,local,2,32,mobile_unit,0.834,high,2000
24,edge_device_024,100,tier_2,4,local,0,8,edge_device,0.791,critical,2000
25,hospital_025,5000,tier_1,32,GDPR,4,256,tier1_hospital,0.957,standard,20000
26,clinic_026,5000,tier_2,32,HIPAA,2,64,tier2_hospital,0.979,high,10000
27,research_center_027,5000,tier_3,256,PIPEDA,32,256,research_center,0.986,standard,100000
28,mobile_unit_028,100,tier_1,16,GDPR,1,32,mobile_unit,0.811,critical,5000
29,edge_device_029,100,tier_2,4,PIPEDA,1,16,edge_device,0.74,high,2000
