node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.003042,-92.511522,north_america,America/Chicago
1,Baltimore,USA,39.298074,-76.611836,europe,America/New_York
2,Palo Alto,USA,37.42567,-122.110894,asia_pacific,America/Los_Angeles
3,Boston,USA,42.345722,-71.054284,south_america,America/New_York
4,Los Angeles,USA,34.031369,-118.258724,africa,America/Los_Angeles
5,London,UK,51.498569,-0.133362,north_america,Europe/London
6,Paris,France,48.837942,2.369004,europe,Europe/Paris
7,Tokyo,Japan,35.661911,139.630974,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.381515,103.8148,south_america,Asia/Singapore
9,Sydney,Australia,-33.90427,151.161,africa,Australia/Sydney
