node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,SOC2,radiology,1979,research_grant,mayo_clinic,tier1_hospital,2775
1,local,HIPAA_compliant,oncology,1962,private,johns_hopkins,tier2_hospital,1012
2,local,SOC2,cardiology,1986,private,stanford_med,research_center,2041
3,national,ISO27001,neurology,1973,research_grant,mass_general,mobile_unit,2562
4,regional,FedRAMP,pathology,1983,public,ucla_health,edge_device,1364
5,regional,SOC2,radiology,1952,research_grant,mayo_clinic,tier1_hospital,3736
6,regional,ISO27001,oncology,2011,public,johns_hopkins,tier2_hospital,879
7,local,HIPAA_compliant,cardiology,1952,public,stanford_med,research_center,2630
8,international,ISO27001,neurology,1971,research_grant,mass_general,mobile_unit,978
9,national,HIPAA_compliant,pathology,1952,private,ucla_health,edge_device,4938
