edge,weight
0-1,1126.05
0-2,4473.15
0-3,4396.64
0-4,423.72
0-5,861.8
0-6,115.8
0-7,1811.67
0-8,876.4
0-9,4440.59
1-2,568.41
1-3,1913.13
1-4,1179.34
1-5,5224.53
1-6,1673.45
1-7,104.35
1-8,474.73
1-9,2156.26
2-3,84.62
2-4,432.72
2-5,1127.54
2-6,118.91
2-7,2092.39
2-8,5640.66
2-9,1091.1
3-4,1755.46
3-5,2168.27
3-6,2163.47
3-7,1965.88
3-8,496.24
3-9,500.23
4-5,4607.91
4-6,471.89
4-7,1921.84
4-8,440.5
4-9,924.61
5-6,115.49
5-7,2249.92
5-8,1051.14
5-9,5605.24
6-7,88.43
6-8,1824.86
6-9,1017.14
7-8,4281.24
7-9,966.75
8-9,2177.31
