node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,HIPAA_compliant,radiology,1976,research_grant,mayo_clinic,tier1_hospital,4496
1,regional,HIPAA_compliant,oncology,1964,public,johns_hopkins,tier2_hospital,900
2,international,FedRAMP,cardiology,1987,private,stanford_med,research_center,4165
3,regional,ISO27001,neurology,1995,public,mass_general,mobile_unit,1886
4,national,FedRAMP,pathology,2011,research_grant,ucla_health,edge_device,531
5,local,SOC2,radiology,2004,mixed,mayo_clinic,tier1_hospital,4551
6,international,HIPAA_compliant,oncology,2004,mixed,johns_hopkins,tier2_hospital,704
7,national,SOC2,cardiology,2016,public,stanford_med,research_center,3091
8,national,ISO27001,neurology,2015,research_grant,mass_general,mobile_unit,3515
9,regional,FedRAMP,pathology,2015,mixed,ucla_health,edge_device,2276
10,local,ISO27001,radiology,2014,mixed,mayo_clinic,tier1_hospital,4059
11,regional,FedRAMP,oncology,2013,private,johns_hopkins,tier2_hospital,4050
12,international,HIPAA_compliant,cardiology,2015,research_grant,stanford_med,research_center,3373
13,international,FedRAMP,neurology,2018,research_grant,mass_general,mobile_unit,1071
14,regional,HIPAA_compliant,pathology,2006,private,ucla_health,edge_device,527
15,local,HIPAA_compliant,radiology,1988,research_grant,mayo_clinic,tier1_hospital,3953
16,national,ISO27001,oncology,2009,research_grant,johns_hopkins,tier2_hospital,4149
17,national,SOC2,cardiology,1986,mixed,stanford_med,research_center,959
18,international,FedRAMP,neurology,2006,research_grant,mass_general,mobile_unit,2669
19,regional,HIPAA_compliant,pathology,2003,private,ucla_health,edge_device,4525
20,regional,FedRAMP,radiology,1951,research_grant,mayo_clinic,tier1_hospital,3554
21,national,FedRAMP,oncology,2002,research_grant,johns_hopkins,tier2_hospital,3513
22,local,ISO27001,cardiology,1979,private,stanford_med,research_center,2546
23,local,FedRAMP,neurology,1990,public,mass_general,mobile_unit,3352
24,local,SOC2,pathology,1984,private,ucla_health,edge_device,203
25,regional,FedRAMP,radiology,1983,public,mayo_clinic,tier1_hospital,4258
26,local,HIPAA_compliant,oncology,1986,mixed,johns_hopkins,tier2_hospital,1776
27,international,ISO27001,cardiology,1985,research_grant,stanford_med,research_center,3191
28,national,ISO27001,neurology,1966,public,mass_general,mobile_unit,1310
29,national,ISO27001,pathology,1956,public,ucla_health,edge_device,54
