round_num,node_0,node_1,node_2,node_3,node_4
1,3.4076545238494873,3.215271472930908,3.3299875259399414,3.215271472930908,3.215271472930908
2,3.2655386924743652,3.2655386924743652,3.3286468982696533,3.34706974029541,3.2655386924743652
3,3.286534070968628,3.367727756500244,3.286534070968628,3.286534070968628,3.3529410362243652
4,3.3076083660125732,3.3076083660125732,3.3434863090515137,3.3076083660125732,3.3663535118103027
5,3.31870174407959,3.31870174407959,3.3527185916900635,3.3687868118286133,3.31870174407959
6,3.4189565181732178,3.332554578781128,3.332554578781128,3.332554578781128,3.3733201026916504
7,3.358874559402466,3.417792320251465,3.385258197784424,3.358874559402466,3.358874559402466
8,3.452481269836426,3.3727073669433594,3.3727073669433594,3.3727073669433594,3.416810989379883
9,3.464388847351074,3.399031162261963,3.399031162261963,3.4352526664733887,3.399031162261963
10,3.4233245849609375,3.4233245849609375,3.4233245849609375,3.4508349895477295,3.4603893756866455
