node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,GDPR,8,256,tier1_hospital,0.967,critical,20000
1,clinic_001,2000,tier_2,64,PIPEDA,8,128,tier2_hospital,0.929,high,20000
2,research_center_002,5000,tier_3,128,PIPEDA,8,512,research_center,0.984,standard,50000
3,mobile_unit_003,1000,tier_1,8,HIPAA,1,32,mobile_unit,0.782,critical,2000
4,edge_device_004,500,tier_2,4,HIPAA,1,32,edge_device,0.856,critical,1000
5,hospital_005,10000,tier_1,128,GDPR,8,512,tier1_hospital,0.98,standard,20000
6,clinic_006,5000,tier_2,16,PIPEDA,2,64,tier2_hospital,0.968,critical,10000
7,research_center_007,5000,tier_3,64,GDPR,8,512,research_center,0.985,high,20000
8,mobile_unit_008,500,tier_1,4,local,1,32,mobile_unit,0.827,high,2000
9,edge_device_009,50,tier_2,4,PIPEDA,1,32,edge_device,0.742,critical,500
