node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,GDPR,8,128,tier1_hospital,0.978,standard,20000
1,clinic_001,1000,tier_2,64,local,8,256,tier2_hospital,0.973,high,10000
2,research_center_002,10000,tier_3,64,PIPEDA,8,1024,research_center,0.987,high,20000
3,mobile_unit_003,1000,tier_1,16,local,1,16,mobile_unit,0.854,critical,1000
4,edge_device_004,100,tier_2,8,GDPR,0,16,edge_device,0.828,critical,2000
5,hospital_005,2000,tier_1,32,GDPR,8,256,tier1_hospital,0.966,critical,10000
6,clinic_006,5000,tier_2,32,GDPR,4,128,tier2_hospital,0.976,high,20000
7,research_center_007,20000,tier_3,64,GDPR,32,512,research_center,0.997,critical,20000
8,mobile_unit_008,100,tier_1,16,GDPR,1,32,mobile_unit,0.818,critical,5000
9,edge_device_009,50,tier_2,2,PIPEDA,1,16,edge_device,0.71,critical,1000
10,hospital_010,2000,tier_1,128,PIPEDA,8,512,tier1_hospital,0.961,standard,50000
11,clinic_011,2000,tier_2,32,HIPAA,8,128,tier2_hospital,0.956,critical,20000
12,research_center_012,20000,tier_3,128,local,16,512,research_center,0.991,standard,100000
13,mobile_unit_013,1000,tier_1,8,PIPEDA,2,16,mobile_unit,0.854,critical,2000
14,edge_device_014,50,tier_2,4,PIPEDA,1,32,edge_device,0.76,high,2000
15,hospital_015,10000,tier_1,64,HIPAA,4,512,tier1_hospital,0.988,high,10000
16,clinic_016,1000,tier_2,64,PIPEDA,4,64,tier2_hospital,0.969,standard,20000
17,research_center_017,20000,tier_3,128,local,16,512,research_center,0.981,standard,100000
18,mobile_unit_018,500,tier_1,4,local,2,64,mobile_unit,0.804,high,2000
19,edge_device_019,500,tier_2,2,local,1,32,edge_device,0.805,standard,2000
