node_id,latitude,longitude
0,44.030597,-92.511256
1,39.255883,-76.618642
2,37.403958,-122.151637
3,42.314807,-71.09327
4,34.068425,-118.241557
5,51.544396,-0.154765
6,48.811587,2.391899
7,35.642621,139.647156
8,1.395174,103.837213
9,-33.90631,151.168267
10,44.051467,-92.496006
11,39.29312,-76.632616
12,37.4057,-122.181534
13,42.318272,-71.018453
14,34.057449,-118.207342
15,51.50606,-0.078972
16,48.853701,2.318206
17,35.67779,139.688703
18,1.324201,103.803739
19,-33.904392,151.221193
