edge,weight
0-1,1686.82
0-2,1863.6
0-3,525.46
0-4,110.76
0-5,2094.53
0-6,113.47
0-7,598.12
0-8,456.45
0-9,1897.59
0-10,5468.12
0-11,102.4
0-12,1997.13
0-13,1877.46
0-14,4616.45
1-2,592.25
1-3,1634.22
1-4,476.56
1-5,83.16
1-6,5247.4
1-7,1087.64
1-8,111.6
1-9,2126.06
1-10,511.14
1-11,2274.83
1-12,420.35
1-13,508.27
1-14,5865.69
2-3,92.77
2-4,4350.2
2-5,844.45
2-6,5737.91
2-7,110.52
2-8,2154.73
2-9,117.07
2-10,1640.12
2-11,2325.65
2-12,1723.89
2-13,4708.78
2-14,4336.62
3-4,510.73
3-5,509.93
3-6,1656.67
3-7,100.58
3-8,1119.05
3-9,939.01
3-10,946.17
3-11,466.81
3-12,419.38
3-13,579.09
3-14,1072.07
4-5,5228.5
4-6,861.0
4-7,473.99
4-8,102.72
4-9,1179.92
4-10,4149.26
4-11,440.83
4-12,802.63
4-13,5313.24
4-14,4742.73
5-6,1183.5
5-7,111.22
5-8,108.69
5-9,2256.05
5-10,5717.78
5-11,1849.15
5-12,1021.53
5-13,4028.01
5-14,576.84
6-7,4171.23
6-8,5298.83
6-9,5892.83
6-10,81.92
6-11,1062.49
6-12,5022.46
6-13,117.46
6-14,881.87
7-8,960.15
7-9,4906.72
7-10,810.65
7-11,1030.8
7-12,456.33
7-13,117.97
7-14,5355.15
8-9,2055.22
8-10,820.84
8-11,87.98
8-12,1074.72
8-13,4596.61
8-14,4275.8
9-10,5599.44
9-11,81.16
9-12,4398.61
9-13,413.54
9-14,80.12
10-11,859.86
10-12,2150.1
10-13,869.6
10-14,102.93
11-12,5809.88
11-13,1101.72
11-14,95.94
12-13,441.74
12-14,5634.63
13-14,932.31
