node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,GDPR,4,256,tier1_hospital,0.975,high,50000
1,clinic_001,1000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.957,standard,20000
2,research_center_002,5000,tier_3,256,HIPAA,8,512,research_center,0.993,critical,100000
3,mobile_unit_003,1000,tier_1,4,GDPR,1,64,mobile_unit,0.787,high,1000
4,edge_device_004,100,tier_2,2,HIPAA,1,32,edge_device,0.718,critical,1000
5,hospital_005,10000,tier_1,32,PIPEDA,8,512,tier1_hospital,0.955,high,50000
6,clinic_006,2000,tier_2,16,GDPR,4,64,tier2_hospital,0.979,critical,20000
7,research_center_007,10000,tier_3,256,HIPAA,8,256,research_center,0.981,standard,20000
8,mobile_unit_008,1000,tier_1,8,HIPAA,2,64,mobile_unit,0.877,critical,5000
9,edge_device_009,50,tier_2,4,GDPR,1,32,edge_device,0.738,high,500
10,hospital_010,5000,tier_1,64,HIPAA,4,128,tier1_hospital,0.989,high,50000
11,clinic_011,2000,tier_2,32,local,4,128,tier2_hospital,0.905,high,10000
12,research_center_012,10000,tier_3,128,PIPEDA,32,256,research_center,0.997,standard,100000
13,mobile_unit_013,1000,tier_1,8,local,2,64,mobile_unit,0.772,high,5000
14,edge_device_014,50,tier_2,8,GDPR,0,8,edge_device,0.855,standard,500
