node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.032814,-92.506112,north_america,America/Chicago
1,Baltimore,USA,39.303045,-76.57884,europe,America/New_York
2,Palo Alto,USA,37.451542,-122.15928,asia_pacific,America/Los_Angeles
3,Boston,USA,42.319751,-71.06459,south_america,America/New_York
4,Los Angeles,USA,34.062001,-118.263955,africa,America/Los_Angeles
5,London,UK,51.514045,-0.112498,north_america,Europe/London
6,Paris,France,48.842987,2.347573,europe,Europe/Paris
7,Tokyo,Japan,35.653371,139.643927,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.358085,103.781254,south_america,Asia/Singapore
9,Sydney,Australia,-33.864541,151.186653,africa,Australia/Sydney
