edge,weight
0-1,478.23
0-2,1797.7
0-3,1112.61
0-4,541.35
0-5,577.01
0-6,84.87
0-7,2325.48
0-8,1083.87
0-9,523.37
1-2,4291.36
1-3,5433.49
1-4,585.13
1-5,585.76
1-6,1647.11
1-7,106.88
1-8,1648.19
1-9,4212.67
2-3,1760.82
2-4,101.62
2-5,2350.03
2-6,118.62
2-7,828.96
2-8,500.62
2-9,416.22
3-4,441.73
3-5,451.88
3-6,917.22
3-7,2383.94
3-8,4638.32
3-9,4329.47
4-5,901.64
4-6,1787.76
4-7,941.51
4-8,804.18
4-9,1906.08
5-6,85.91
5-7,2310.1
5-8,2273.12
5-9,4181.16
6-7,4877.95
6-8,4460.82
6-9,1052.9
7-8,1057.24
7-9,1761.23
8-9,5504.73
