node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.02732,-92.446502,north_america,America/Chicago
1,Baltimore,USA,39.243906,-76.632313,europe,America/New_York
2,Palo Alto,USA,37.443752,-122.137856,asia_pacific,America/Los_Angeles
3,Boston,USA,42.35022,-71.042753,south_america,America/New_York
4,Los Angeles,USA,34.074454,-118.24662,africa,America/Los_Angeles
5,London,UK,51.475712,-0.102309,north_america,Europe/London
6,Paris,France,48.856553,2.365513,europe,Europe/Paris
7,Tokyo,Japan,35.661136,139.695101,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.40204,103.863064,south_america,Asia/Singapore
9,Sydney,Australia,-33.825204,151.20648,africa,Australia/Sydney
10,Rochester,USA,44.02709,-92.511291,north_america,America/Chicago
11,Baltimore,USA,39.278813,-76.660141,europe,America/New_York
12,Palo Alto,USA,37.418929,-122.155342,asia_pacific,America/Los_Angeles
13,Boston,USA,42.347889,-71.079644,south_america,America/New_York
14,Los Angeles,USA,34.046887,-118.246159,africa,America/Los_Angeles
