edge,weight
0-1,2396.06
0-2,554.91
0-3,5972.14
0-4,1948.14
0-5,473.39
0-6,420.88
0-7,432.6
0-8,5427.25
0-9,5398.37
0-10,415.23
0-11,843.75
0-12,5940.5
0-13,4118.64
0-14,518.55
0-15,5195.21
0-16,2320.43
0-17,1715.63
0-18,4110.74
0-19,412.37
1-2,115.82
1-3,81.76
1-4,1692.63
1-5,1023.86
1-6,1163.78
1-7,553.26
1-8,104.27
1-9,1667.9
1-10,497.39
1-11,1168.65
1-12,4939.01
1-13,116.73
1-14,486.3
1-15,94.46
1-16,88.18
1-17,884.23
1-18,1762.66
1-19,472.43
2-3,942.08
2-4,959.05
2-5,108.11
2-6,5307.56
2-7,112.14
2-8,2240.76
2-9,83.14
2-10,115.95
2-11,112.1
2-12,1171.1
2-13,102.06
2-14,567.02
2-15,415.78
2-16,1830.21
2-17,1001.13
2-18,591.71
2-19,5656.75
3-4,5155.86
3-5,113.67
3-6,5874.94
3-7,97.56
3-8,4863.18
3-9,103.83
3-10,503.11
3-11,891.82
3-12,872.55
3-13,98.3
3-14,800.62
3-15,1718.34
3-16,2274.58
3-17,93.52
3-18,5177.22
3-19,1167.53
4-5,566.35
4-6,4859.62
4-7,5891.76
4-8,1713.19
4-9,82.6
4-10,548.45
4-11,906.74
4-12,483.78
4-13,1810.87
4-14,90.46
4-15,580.0
4-16,5638.61
4-17,5932.99
4-18,1870.87
4-19,2303.39
5-6,90.49
5-7,5190.58
5-8,5581.63
5-9,2290.22
5-10,1841.35
5-11,1744.7
5-12,473.13
5-13,1109.04
5-14,2383.67
5-15,919.88
5-16,969.05
5-17,1109.54
5-18,405.78
5-19,912.2
6-7,1631.0
6-8,488.75
6-9,1057.35
6-10,105.01
6-11,93.88
6-12,102.0
6-13,469.41
6-14,5346.2
6-15,1643.8
6-16,2387.25
6-17,852.63
6-18,2260.09
6-19,4565.93
7-8,111.75
7-9,5493.52
7-10,1924.85
7-11,109.95
7-12,1955.12
7-13,2121.94
7-14,82.08
7-15,2208.41
7-16,1709.69
7-17,102.67
7-18,444.55
7-19,473.8
8-9,1693.55
8-10,1959.51
8-11,97.83
8-12,1977.36
8-13,580.29
8-14,4947.65
8-15,1072.42
8-16,111.45
8-17,922.14
8-18,82.23
8-19,502.3
9-10,81.33
9-11,5068.25
9-12,981.54
9-13,4835.76
9-14,425.03
9-15,1741.38
9-16,4860.28
9-17,525.48
9-18,508.52
9-19,2178.91
10-11,577.49
10-12,1145.71
10-13,469.31
10-14,82.6
10-15,4455.23
10-16,100.32
10-17,534.79
10-18,4782.19
10-19,106.12
11-12,92.28
11-13,1946.41
11-14,93.81
11-15,111.82
11-16,1128.48
11-17,989.15
11-18,926.68
11-19,87.96
12-13,1615.28
12-14,836.35
12-15,1075.85
12-16,85.2
12-17,1190.99
12-18,2167.13
12-19,480.78
13-14,4359.61
13-15,1750.29
13-16,1992.63
13-17,101.61
13-18,5073.98
13-19,500.1
14-15,111.93
14-16,2266.44
14-17,403.32
14-18,4416.97
14-19,598.37
15-16,5588.11
15-17,464.61
15-18,1121.09
15-19,548.96
16-17,84.82
16-18,5415.48
16-19,471.07
17-18,5914.6
17-19,818.42
18-19,2304.04
