timestamp,round_num,source_node,target_node,transfer_type,param_summary,strategy_name
1753394163.499016,1,0,1,parameter_transfer,"{'norm': 3.2840590476989746, 'mean': 0.004046366550028324, 'std': 0.1116526648402214}",
1753394163.499016,1,0,2,parameter_transfer,"{'norm': 3.2840590476989746, 'mean': 0.004046366550028324, 'std': 0.1116526648402214}",
1753394163.499016,1,0,3,parameter_transfer,"{'norm': 3.2840590476989746, 'mean': 0.004046366550028324, 'std': 0.1116526648402214}",
1753394163.499016,1,0,4,parameter_transfer,"{'norm': 3.2840590476989746, 'mean': 0.004046366550028324, 'std': 0.1116526648402214}",
1753394163.499016,1,0,5,parameter_transfer,"{'norm': 3.2840590476989746, 'mean': 0.004046366550028324, 'std': 0.1116526648402214}",
1753394163.499016,1,0,6,parameter_transfer,"{'norm': 3.2840590476989746, 'mean': 0.004046366550028324, 'std': 0.1116526648402214}",
1753394163.499016,1,0,7,parameter_transfer,"{'norm': 3.2840590476989746, 'mean': 0.004046366550028324, 'std': 0.1116526648402214}",
1753394163.499016,1,0,8,parameter_transfer,"{'norm': 3.2840590476989746, 'mean': 0.004046366550028324, 'std': 0.1116526648402214}",
1753394163.499016,1,0,9,parameter_transfer,"{'norm': 3.2840590476989746, 'mean': 0.004046366550028324, 'std': 0.1116526648402214}",
1753394163.4991465,1,1,0,parameter_transfer,"{'norm': 3.2773914337158203, 'mean': 0.004397069104015827, 'std': 0.11141239106655121}",
1753394163.4991465,1,1,2,parameter_transfer,"{'norm': 3.2773914337158203, 'mean': 0.004397069104015827, 'std': 0.11141239106655121}",
1753394163.4991465,1,1,3,parameter_transfer,"{'norm': 3.2773914337158203, 'mean': 0.004397069104015827, 'std': 0.11141239106655121}",
1753394163.4991465,1,1,4,parameter_transfer,"{'norm': 3.2773914337158203, 'mean': 0.004397069104015827, 'std': 0.11141239106655121}",
1753394163.4991465,1,1,5,parameter_transfer,"{'norm': 3.2773914337158203, 'mean': 0.004397069104015827, 'std': 0.11141239106655121}",
1753394163.4991465,1,1,6,parameter_transfer,"{'norm': 3.2773914337158203, 'mean': 0.004397069104015827, 'std': 0.11141239106655121}",
1753394163.4991465,1,1,7,parameter_transfer,"{'norm': 3.2773914337158203, 'mean': 0.004397069104015827, 'std': 0.11141239106655121}",
1753394163.4991465,1,1,8,parameter_transfer,"{'norm': 3.2773914337158203, 'mean': 0.004397069104015827, 'std': 0.11141239106655121}",
1753394163.4991465,1,1,9,parameter_transfer,"{'norm': 3.2773914337158203, 'mean': 0.004397069104015827, 'std': 0.11141239106655121}",
1753394163.499213,1,2,0,parameter_transfer,"{'norm': 3.283163070678711, 'mean': 0.004007994197309017, 'std': 0.11162354797124863}",
1753394163.499213,1,2,1,parameter_transfer,"{'norm': 3.283163070678711, 'mean': 0.004007994197309017, 'std': 0.11162354797124863}",
1753394163.499213,1,2,3,parameter_transfer,"{'norm': 3.283163070678711, 'mean': 0.004007994197309017, 'std': 0.11162354797124863}",
1753394163.499213,1,2,4,parameter_transfer,"{'norm': 3.283163070678711, 'mean': 0.004007994197309017, 'std': 0.11162354797124863}",
1753394163.499213,1,2,5,parameter_transfer,"{'norm': 3.283163070678711, 'mean': 0.004007994197309017, 'std': 0.11162354797124863}",
1753394163.499213,1,2,6,parameter_transfer,"{'norm': 3.283163070678711, 'mean': 0.004007994197309017, 'std': 0.11162354797124863}",
