node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,local,FedRAMP,Rochester,USA,radiology,1973,research_grant,mayo_clinic,tier1_hospital,north_america,3208,America/Chicago
1,international,ISO27001,Baltimore,USA,oncology,1991,mixed,johns_hopkins,tier2_hospital,europe,918,America/New_York
2,local,FedRAMP,Palo Alto,USA,cardiology,2017,mixed,stanford_med,research_center,asia_pacific,3908,America/Los_Angeles
3,international,ISO27001,Boston,USA,neurology,1997,research_grant,mass_general,mobile_unit,south_america,517,America/New_York
4,international,SOC2,Los Angeles,USA,pathology,1984,mixed,ucla_health,edge_device,africa,1997,America/Los_Angeles
5,national,SOC2,London,UK,radiology,1965,public,mayo_clinic,tier1_hospital,north_america,4960,Europe/London
6,regional,SOC2,Paris,France,oncology,1958,private,johns_hopkins,tier2_hospital,europe,140,Europe/Paris
7,regional,FedRAMP,Tokyo,Japan,cardiology,1991,research_grant,stanford_med,research_center,asia_pacific,3702,Asia/Tokyo
8,national,ISO27001,Singapore,Singapore,neurology,1962,research_grant,mass_general,mobile_unit,south_america,1158,Asia/Singapore
9,regional,SOC2,Sydney,Australia,pathology,1978,public,ucla_health,edge_device,africa,1843,Australia/Sydney
