node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,PIPEDA,4,512,tier1_hospital,0.981,high,50000
1,clinic_001,1000,tier_2,16,local,2,256,tier2_hospital,0.907,standard,20000
2,research_center_002,10000,tier_3,128,local,8,512,research_center,0.991,standard,50000
3,mobile_unit_003,1000,tier_1,4,HIPAA,1,64,mobile_unit,0.751,standard,5000
4,edge_device_004,500,tier_2,8,HIPAA,0,8,edge_device,0.747,high,500
5,hospital_005,5000,tier_1,64,GDPR,16,512,tier1_hospital,0.98,high,20000
6,clinic_006,2000,tier_2,64,PIPEDA,4,128,tier2_hospital,0.901,high,5000
7,research_center_007,5000,tier_3,128,HIPAA,16,1024,research_center,0.985,high,50000
8,mobile_unit_008,1000,tier_1,8,local,1,32,mobile_unit,0.847,standard,2000
9,edge_device_009,100,tier_2,2,HIPAA,1,32,edge_device,0.819,critical,2000
