edge,weight
0-1,1932.35
0-2,464.45
0-3,979.72
0-4,1011.21
0-5,115.55
0-6,1703.64
0-7,2222.53
0-8,5725.95
0-9,1092.61
1-2,97.18
1-3,91.9
1-4,1963.44
1-5,523.89
1-6,598.63
1-7,5440.27
1-8,5104.59
1-9,869.41
2-3,1902.47
2-4,1782.69
2-5,4519.09
2-6,1663.34
2-7,419.1
2-8,580.74
2-9,81.67
3-4,492.55
3-5,89.2
3-6,1949.52
3-7,1082.47
3-8,100.62
3-9,2128.69
4-5,1017.92
4-6,568.93
4-7,468.73
4-8,479.57
4-9,114.78
5-6,587.85
5-7,1120.85
5-8,4364.54
5-9,924.21
6-7,599.23
6-8,896.87
6-9,416.32
7-8,109.39
7-9,473.22
8-9,5257.71
