node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,PIPEDA,16,256,tier1_hospital,0.961,critical,20000
1,clinic_001,1000,tier_2,32,GDPR,8,64,tier2_hospital,0.9,high,5000
2,research_center_002,5000,tier_3,256,local,32,256,research_center,0.981,high,50000
3,mobile_unit_003,100,tier_1,16,PIPEDA,1,64,mobile_unit,0.752,standard,2000
4,edge_device_004,500,tier_2,8,GDPR,1,16,edge_device,0.783,high,1000
5,hospital_005,2000,tier_1,64,PIPEDA,16,256,tier1_hospital,0.964,standard,20000
6,clinic_006,5000,tier_2,64,GDPR,8,64,tier2_hospital,0.903,high,5000
7,research_center_007,10000,tier_3,64,GDPR,8,1024,research_center,0.983,high,50000
8,mobile_unit_008,1000,tier_1,4,local,1,64,mobile_unit,0.764,high,1000
9,edge_device_009,50,tier_2,2,local,1,32,edge_device,0.8,standard,1000
10,hospital_010,10000,tier_1,64,local,8,512,tier1_hospital,0.972,high,50000
11,clinic_011,2000,tier_2,16,HIPAA,4,128,tier2_hospital,0.912,standard,10000
12,research_center_012,20000,tier_3,64,GDPR,32,1024,research_center,0.997,critical,50000
13,mobile_unit_013,1000,tier_1,8,GDPR,2,64,mobile_unit,0.851,critical,2000
14,edge_device_014,50,tier_2,2,local,1,16,edge_device,0.725,standard,1000
15,hospital_015,10000,tier_1,64,PIPEDA,16,512,tier1_hospital,0.987,standard,10000
16,clinic_016,5000,tier_2,32,local,4,256,tier2_hospital,0.922,standard,5000
17,research_center_017,10000,tier_3,128,GDPR,32,256,research_center,0.982,high,100000
18,mobile_unit_018,1000,tier_1,8,PIPEDA,1,64,mobile_unit,0.816,standard,2000
19,edge_device_019,500,tier_2,2,PIPEDA,1,32,edge_device,0.783,high,500
